instance_id,run_id,solved,stopped_reason,duration_s,total_tokens_in,total_tokens_out,planner_tokens_in,planner_tokens_out,coder_tokens_in,coder_tokens_out,reviewer_tokens_in,reviewer_tokens_out,value_tokens_in,value_tokens_out,coder_model,planner_model,reviewer_model,tree_nodes,best_node_depth,best_node_value,mcts_iterations,avg_branching_factor,max_branches,cost_usd,variant,case_set,solve_int,total_tokens
budget_snapshot_001,G_c1_9b_hindsight,False,reviewer_rejected,299.67,74284,1275,738,190,71064,804,2482,281,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,1.0,1,0.00761965,G,c1,0,75559
contact_card_001,G_c1_9b_hindsight,True,auto_finalized,121.69,24677,1137,643,197,23104,796,930,144,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,7,6,39.98265623659199,18,1.0,1,0.00263825,G,c1,1,25814
digest_preview_001,G_c1_9b_hindsight,False,reviewer_rejected,300.66,94924,1896,797,346,92176,1310,1951,240,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,4.045658837801286,18,1.0,1,0.0097768,G,c1,0,96820
incident_brief_001,G_c1_9b_hindsight,True,auto_finalized,132.76,20346,1499,769,237,19577,1262,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,49.97832029573999,18,1.0,1,0.00225945,G,c1,1,21845
invoice_footer_001,G_c1_9b_hindsight,True,auto_finalized,141.39,45873,1193,626,227,45247,966,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,11,10,26.54726856821741,18,1.0,1,0.00476625,G,c1,1,47066
label_formatter_001,G_c1_9b_hindsight,True,auto_finalized,110.94,19401,1066,597,156,18804,910,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,1.0,1,0.0021000000000000003,G,c1,1,20467
median_window_001,G_c1_9b_hindsight,True,auto_finalized,69.97,8768,465,575,160,8193,305,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,1.0,1,0.00094655,G,c1,1,9233
milestone_rollup_001,G_c1_9b_hindsight,False,,2.81,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.0,0,0.0,0,0.0,G,c1,0,0
nested_app_001,G_c1_9b_hindsight,True,auto_finalized,114.76,26137,1125,705,202,25432,923,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,6,5,41.219233233599994,18,1.0,1,0.00278245,G,c1,1,27262
owner_recap_001,G_c1_9b_hindsight,True,auto_finalized,121.4,36044,1041,818,259,35226,782,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,10,9,34.97062869810999,18,1.0,1,0.0037605500000000005,G,c1,1,37085
owner_sort_001,G_c1_9b_hindsight,True,auto_finalized,82.5,13628,550,586,194,13042,356,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,1.0,1,0.0014453,G,c1,1,14178
priority_snapshot_001,G_c1_9b_hindsight,False,reviewer_rejected,116.72,18844,682,652,178,17247,346,945,158,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,7,6,0.0,18,1.0,1,0.0019867,G,c1,0,19526
renewal_preview_001,G_c1_9b_hindsight,True,auto_finalized,241.57,23832,1157,689,249,21951,755,1192,153,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,8,6,34.984824207017994,18,1.1666666666666667,2,0.00255675,G,c1,1,24989
risk_score_001,G_c1_9b_hindsight,True,auto_finalized,65.05,9287,323,583,169,8704,154,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,1.0,1,0.00097715,G,c1,1,9610
shipment_preview_001,G_c1_9b_hindsight,False,reviewer_rejected,283.38,68561,1235,755,235,65522,725,2284,275,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,1.0,1,0.00704135,G,c1,0,69796
simple_mean_bug_001,G_c1_9b_hindsight,True,auto_finalized,65.19,9369,329,616,171,8753,158,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,1.0,1,0.0009862500000000001,G,c1,1,9698
status_slug_001,G_c1_9b_hindsight,True,auto_finalized,71.78,8594,419,579,143,8015,276,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,1.0,1,0.0009222499999999999,G,c1,1,9013
team_digest_001,G_c1_9b_hindsight,True,auto_finalized,123.42,20727,1217,614,184,20113,1033,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,1.0,1,0.0022552500000000003,G,c1,1,21944
workspace_digest_001,G_c1_9b_hindsight,True,auto_finalized,91.89,23084,806,837,227,22247,579,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,39.98265623659199,18,1.0,1,0.0024293,G,c1,1,23890
assignee_board_001,G_c2_9b_hindsight,False,reviewer_rejected,331.91,68390,1015,625,195,65641,576,2124,244,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,1.0,1,0.00699125,G,c2,0,69405
campaign_header_001,G_c2_9b_hindsight,True,auto_finalized,225.79,85398,2477,609,221,84789,2256,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,19,17,22.641389666634584,18,1.0588235294117647,2,0.00891135,G,c2,1,87875
comment_highlight_001,G_c2_9b_hindsight,True,auto_finalized,75.13,12621,529,629,180,11992,349,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,1.0,1,0.0013414499999999999,G,c2,1,13150
dispatch_preview_001,G_c2_9b_hindsight,False,reviewer_rejected,256.07,12849,1275,611,260,10889,682,1349,333,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,5,4,0.0,18,1.0,1,0.00147615,G,c2,0,14124
fee_rounding_001,G_c2_9b_hindsight,True,auto_finalized,67.44,10889,372,566,146,10323,226,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,1.0,1,0.0011447,G,c2,1,11261
headline_api_001,G_c2_9b_hindsight,False,reviewer_rejected,702.66,142128,5928,561,193,139069,5391,2498,344,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,21,12,0.0,18,1.1111111111111112,2,0.015102,G,c2,0,148056
incident_brief_c2_001,G_c2_9b_hindsight,True,auto_finalized,76.37,9643,512,634,255,9009,257,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,1.0,1,0.0010411,G,c2,1,10155
invoice_summary_001,G_c2_9b_hindsight,True,auto_finalized,66.85,12866,394,605,179,12261,215,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,1.0,1,0.0013457,G,c2,1,13260
label_join_001,G_c2_9b_hindsight,True,auto_finalized,71.51,10511,382,558,179,9953,203,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,1.0,1,0.0011084,G,c2,1,10893
partner_brief_001,G_c2_9b_hindsight,True,auto_finalized,104.88,23331,791,628,237,22703,554,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,9,8,37.619681253009404,18,1.0,1,0.0024517500000000004,G,c2,1,24122
profile_preview_001,G_c2_9b_hindsight,True,auto_finalized,254.84,17404,785,611,219,15746,406,1047,160,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,4,3,43.808304,18,1.0,1,0.0018581500000000003,G,c2,1,18189
queue_digest_001,G_c2_9b_hindsight,True,auto_finalized,70.39,9247,423,627,191,8620,232,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,1.0,1,0.00098815,G,c2,1,9670
ratio_guard_001,G_c2_9b_hindsight,True,auto_finalized,117.11,21175,1250,564,145,20611,1105,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,1.0,1,0.0023049999999999998,G,c2,1,22425
renewal_banner_001,G_c2_9b_hindsight,True,auto_finalized,89.06,13838,693,601,283,13237,410,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,6,5,41.219233233599994,18,1.0,1,0.0014877500000000001,G,c2,1,14531
retry_slot_001,G_c2_9b_hindsight,True,auto_finalized,71.05,8774,449,565,200,8209,249,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,1.0,1,0.0009447500000000001,G,c2,1,9223
shipment_digest_001,G_c2_9b_hindsight,True,auto_finalized,73.85,12195,499,629,197,11566,302,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,1.0,1,0.00129435,G,c2,1,12694
sprint_rollup_001,G_c2_9b_hindsight,True,auto_finalized,81.87,17290,502,622,190,16668,312,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,39.98265623659199,18,1.0,1,0.0018043000000000002,G,c2,1,17792
tag_visibility_001,G_c2_9b_hindsight,True,auto_finalized,67.99,10860,384,556,136,10304,248,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,1.0,1,0.0011436000000000003,G,c2,1,11244
timeline_caption_001,G_c2_9b_hindsight,False,reviewer_rejected,424.79,68433,2054,608,245,66174,1529,1651,280,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,4.045658837801286,18,1.0,1,0.007151400000000001,G,c2,0,70487
window_center_001,G_c2_9b_hindsight,True,auto_finalized,62.49,8509,288,560,152,7949,136,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,1.0,1,0.0008941,G,c2,1,8797
board_rollup_001,H_c1_9b_selfeval,True,auto_finalized,232.02,12633,661,694,198,11939,463,0,0,1566,171,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.0015447000000000002,H,c1,1,13294
budget_snapshot_001,H_c1_9b_selfeval,False,reviewer_rejected,1746.76,128644,4513,738,190,125055,4000,2851,323,11475,1537,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,20,17,0.0,18,1.0555555555555556,2,0.014919400000000001,H,c1,0,133157
contact_card_001,H_c1_9b_selfeval,False,reviewer_rejected,1146.6,67122,1683,643,221,64726,1265,1753,197,6600,835,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,1.0,1,0.0077499000000000005,H,c1,0,68805
digest_preview_001,H_c1_9b_selfeval,False,reviewer_rejected,1032.04,17072,1145,797,246,14517,668,1758,231,1433,184,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,5,4,50.0,18,1.0,1,0.00204985,H,c1,0,18217
incident_brief_001,H_c1_9b_selfeval,True,auto_finalized,269.68,20325,633,769,236,19556,397,0,0,2238,287,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,100.0,18,1.0,1,0.0023943000000000002,H,c1,1,20958
invoice_footer_001,H_c1_9b_selfeval,True,auto_finalized,208.07,17941,1013,626,275,17315,738,0,0,1273,145,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,50.0,18,1.0,1,0.0020951,H,c1,1,18954
label_formatter_001,H_c1_9b_selfeval,True,auto_finalized,431.22,48124,2385,597,163,47527,2222,0,0,3223,314,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,8,6,100.0,18,1.1666666666666667,2,0.00553955,H,c1,1,50509
median_window_001,H_c1_9b_selfeval,True,auto_finalized,198.78,15553,772,575,170,14978,602,0,0,1185,145,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.00181135,H,c1,1,16325
milestone_rollup_001,H_c1_9b_selfeval,False,reviewer_rejected,388.27,12049,620,618,179,10473,295,958,146,1417,189,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,5,4,50.0,18,1.0,1,0.00146795,H,c1,0,12669
nested_app_001,H_c1_9b_selfeval,True,auto_finalized,332.3,26807,1343,705,203,26102,1140,0,0,2218,292,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,100.0,18,1.0,1,0.00314775,H,c1,1,28150
owner_recap_001,H_c1_9b_selfeval,False,reviewer_rejected,1188.09,69203,1528,818,226,65961,1015,2424,287,8613,790,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,50.0,18,1.0,1,0.008129299999999999,H,c1,0,70731
owner_sort_001,H_c1_9b_selfeval,True,auto_finalized,160.03,8982,501,586,193,8396,308,0,0,1202,128,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.00111275,H,c1,1,9483
priority_snapshot_001,H_c1_9b_selfeval,True,auto_finalized,241.19,15193,500,652,178,14541,322,0,0,1875,217,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,6,5,100.0,18,1.0,1,0.0018143500000000002,H,c1,1,15693
renewal_preview_001,H_c1_9b_selfeval,True,auto_finalized,950.86,23832,1018,689,249,21951,616,1192,153,2908,286,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,7,6,50.0,18,1.0,1,0.0028696000000000004,H,c1,1,24850
risk_score_001,H_c1_9b_selfeval,True,auto_finalized,153.42,9287,323,583,169,8704,154,0,0,1225,135,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.0011199,H,c1,1,9610
shipment_preview_001,H_c1_9b_selfeval,False,reviewer_rejected,1481.13,70861,1539,755,235,67834,1027,2272,277,7740,847,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,1.0,1,0.008218,H,c1,0,72400
simple_mean_bug_001,H_c1_9b_selfeval,True,auto_finalized,144.99,9369,329,616,171,8753,158,0,0,1181,137,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.0011249,H,c1,1,9698
status_slug_001,H_c1_9b_selfeval,True,auto_finalized,160.95,8594,419,579,143,8015,276,0,0,1221,132,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.0010641499999999998,H,c1,1,9013
team_digest_001,H_c1_9b_selfeval,True,auto_finalized,447.05,65890,2072,614,184,65276,1888,0,0,3757,332,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,9,8,100.0,18,1.0,1,0.0073253,H,c1,1,67962
workspace_digest_001,H_c1_9b_selfeval,True,auto_finalized,303.23,23084,806,837,227,22247,579,0,0,2318,265,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,50.0,18,1.0,1,0.0027008500000000003,H,c1,1,23890
assignee_board_001,H_c2_9b_selfeval,False,reviewer_rejected,1612.38,73304,1309,625,195,70562,916,2117,198,7785,757,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,100.0,18,1.0,1,0.0084188,H,c2,0,74613
campaign_header_001,H_c2_9b_selfeval,False,reviewer_rejected,1639.93,77031,2471,609,221,74019,1991,2403,259,8147,726,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,1.0,1,0.008997350000000001,H,c2,0,79502
comment_highlight_001,H_c2_9b_selfeval,True,auto_finalized,209.04,12641,590,629,216,12012,374,0,0,1498,167,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.00152745,H,c2,1,13231
dispatch_preview_001,H_c2_9b_selfeval,False,reviewer_rejected,1924.96,67663,1596,611,265,64838,1068,2214,263,7737,1036,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,1.0,1,0.0079348,H,c2,0,69259
fee_rounding_001,H_c2_9b_selfeval,True,auto_finalized,235.59,10969,401,566,170,10403,231,0,0,1464,166,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.0013283500000000003,H,c2,1,11370
headline_api_001,H_c2_9b_selfeval,False,reviewer_rejected,2917.5,109849,4775,561,214,106959,4249,2329,312,8952,1079,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,21,6,0.0,18,1.1111111111111112,2,0.012758200000000003,H,c2,0,114624
incident_brief_c2_001,H_c2_9b_selfeval,True,auto_finalized,195.51,9521,481,634,223,8887,258,0,0,1211,146,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.0011672499999999999,H,c2,1,10002
invoice_summary_001,H_c2_9b_selfeval,True,auto_finalized,247.86,12876,411,605,196,12271,215,0,0,1449,188,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.0015223500000000002,H,c2,1,13287
label_join_001,H_c2_9b_selfeval,True,auto_finalized,292.02,12996,440,558,206,12438,234,0,0,1502,238,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,6,5,100.0,18,1.0,1,0.0015515000000000004,H,c2,1,13436
partner_brief_001,H_c2_9b_selfeval,True,auto_finalized,372.99,17491,530,628,235,16863,295,0,0,2167,277,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,100.0,18,1.0,1,0.0020868500000000003,H,c2,1,18021
profile_preview_001,H_c2_9b_selfeval,False,reviewer_rejected,1501.13,84376,3129,611,219,82103,2635,1662,275,7495,828,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,50.0,18,1.0,1,0.009780650000000002,H,c2,0,87505
queue_digest_001,H_c2_9b_selfeval,True,auto_finalized,187.54,9247,423,627,191,8620,232,0,0,1183,131,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.0011260999999999999,H,c2,1,9670
ratio_guard_001,H_c2_9b_selfeval,True,auto_finalized,241.09,12601,653,564,145,12037,508,0,0,1544,168,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,50.0,18,1.0,1,0.00153765,H,c2,1,13254
renewal_banner_001,H_c2_9b_selfeval,True,auto_finalized,376.29,27700,790,601,283,27099,507,0,0,2303,320,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,8,7,100.0,18,1.0,1,0.0031668,H,c2,1,28490
retry_slot_001,H_c2_9b_selfeval,True,auto_finalized,237.37,11307,468,565,194,10742,274,0,0,1514,170,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.0013778,H,c2,1,11775
shipment_digest_001,H_c2_9b_selfeval,True,auto_finalized,249.55,12210,508,629,201,11581,307,0,0,1560,188,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.0014814000000000001,H,c2,1,12718
sprint_rollup_001,H_c2_9b_selfeval,True,auto_finalized,301.46,17290,502,622,190,16668,312,0,0,2218,245,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,100.0,18,1.0,1,0.00206285,H,c2,1,17792
tag_visibility_001,H_c2_9b_selfeval,True,auto_finalized,197.59,10860,384,556,136,10304,248,0,0,1402,173,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.0013097500000000002,H,c2,1,11244
timeline_caption_001,H_c2_9b_selfeval,False,reviewer_rejected,1664.74,74817,2388,608,244,72705,1890,1504,254,5459,812,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,50.0,18,1.0,1,0.0085076,H,c2,0,77205
window_center_001,H_c2_9b_selfeval,True,auto_finalized,145.61,8509,287,560,152,7949,135,0,0,1139,135,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.0010281,H,c2,1,8796
board_rollup_001,I_c1_sweSearch_9b,True,auto_finalized,222.24,12633,661,694,198,11939,463,0,0,1566,171,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.0015447000000000002,I,c1,1,13294
budget_snapshot_001,I_c1_sweSearch_9b,False,reviewer_rejected,1645.8,96192,1772,738,190,92972,1272,2482,310,8912,1031,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,50.0,18,1.0,1,0.010930849999999999,I,c1,0,97964
contact_card_001,I_c1_sweSearch_9b,False,reviewer_rejected,1308.02,90518,2515,643,197,88360,2060,1515,258,5682,782,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,50.0,18,1.0,1,0.01011455,I,c1,0,93033
digest_preview_001,I_c1_sweSearch_9b,False,reviewer_rejected,1554.03,134398,3095,797,346,131579,2508,2022,241,7736,965,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,1.0,1,0.014822400000000003,I,c1,0,137493
incident_brief_001,I_c1_sweSearch_9b,True,auto_finalized,298.75,20346,925,769,237,19577,688,0,0,2238,287,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,100.0,18,1.0,1,0.0024402,I,c1,1,21271
invoice_footer_001,I_c1_sweSearch_9b,True,auto_finalized,594.58,69050,2805,626,227,68424,2578,0,0,5295,518,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,12,10,50.0,18,1.1,2,0.007932950000000001,I,c1,1,71855
label_formatter_001,I_c1_sweSearch_9b,True,auto_finalized,248.11,19401,954,597,156,18804,798,0,0,1496,163,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.00225725,I,c1,1,20355
median_window_001,I_c1_sweSearch_9b,True,auto_finalized,198.26,15461,722,575,160,14886,562,0,0,1185,145,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.00179465,I,c1,1,16183
milestone_rollup_001,I_c1_sweSearch_9b,True,auto_finalized,420.86,21308,979,618,159,20267,711,423,109,1578,181,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,5,4,100.0,18,1.0,1,0.0024626,I,c1,1,22287
nested_app_001,I_c1_sweSearch_9b,True,auto_finalized,1253.78,25043,968,705,202,23198,631,1140,135,2198,285,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,7,6,100.0,18,1.0,1,0.00291205,I,c1,1,26011
owner_recap_001,I_c1_sweSearch_9b,True,auto_finalized,500.04,54624,1689,818,259,53806,1430,0,0,3512,403,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,10,9,50.0,18,1.0,1,0.006127400000000001,I,c1,1,56313
owner_sort_001,I_c1_sweSearch_9b,True,auto_finalized,186.36,11307,526,586,194,10721,332,0,0,1202,128,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.0013490000000000002,I,c1,1,11833
priority_snapshot_001,I_c1_sweSearch_9b,False,reviewer_rejected,575.98,18844,682,652,178,17247,346,945,158,1996,259,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,7,6,0.0,18,1.0,1,0.00222515,I,c1,0,19526
renewal_preview_001,I_c1_sweSearch_9b,True,auto_finalized,1158.27,23832,1082,689,249,21951,680,1192,153,2908,286,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,7,6,50.0,18,1.0,1,0.0028792,I,c1,1,24914
risk_score_001,I_c1_sweSearch_9b,True,auto_finalized,175.12,9287,323,583,169,8704,154,0,0,1225,135,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.0011199,I,c1,1,9610
shipment_preview_001,I_c1_sweSearch_9b,False,reviewer_rejected,1986.19,74995,1857,755,235,72258,1352,1982,270,7509,833,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,100.0,18,1.0,1,0.0086539,I,c1,0,76852
simple_mean_bug_001,I_c1_sweSearch_9b,True,auto_finalized,212.43,9369,330,616,171,8753,159,0,0,1181,137,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.00112505,I,c1,1,9699
status_slug_001,I_c1_sweSearch_9b,True,auto_finalized,263.21,8594,419,579,143,8015,276,0,0,1221,132,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.0010641499999999998,I,c1,1,9013
team_digest_001,I_c1_sweSearch_9b,True,auto_finalized,1243.9,112357,3271,614,184,111743,3087,0,0,7901,735,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,18,16,100.0,18,1.0625,2,0.012626700000000001,I,c1,1,115628
workspace_digest_001,I_c1_sweSearch_9b,True,auto_finalized,443.75,23084,806,837,227,22247,579,0,0,2318,265,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,50.0,18,1.0,1,0.0027008500000000003,I,c1,1,23890
assignee_board_001,I_c2_sweSearch_9b,False,reviewer_rejected,2333.18,79687,1665,625,195,76865,1236,2197,234,7433,826,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,100.0,18,1.0,1,0.009085649999999999,I,c2,0,81352
campaign_header_001,I_c2_sweSearch_9b,False,reviewer_rejected,1332.42,10874,1062,609,221,8551,527,1714,314,982,119,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,4,3,50.0,18,1.0,1,0.0013627499999999998,I,c2,0,11936
comment_highlight_001,I_c2_sweSearch_9b,True,auto_finalized,269.91,12621,582,629,180,11992,402,0,0,1498,167,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.00152425,I,c2,1,13203
dispatch_preview_001,I_c2_sweSearch_9b,False,reviewer_rejected,1716.19,12864,1294,611,260,10904,701,1349,333,1331,191,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,5,4,50.0,18,1.0,1,0.0016422500000000003,I,c2,0,14158
fee_rounding_001,I_c2_sweSearch_9b,True,auto_finalized,319.86,10889,372,566,146,10323,226,0,0,1464,166,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.0013160000000000001,I,c2,1,11261
headline_api_001,I_c2_sweSearch_9b,False,reviewer_rejected,3184.48,112003,3292,561,193,109050,2851,2392,248,7995,852,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,100.0,18,1.0,1,0.0126214,I,c2,0,115295
incident_brief_c2_001,I_c2_sweSearch_9b,True,auto_finalized,269.77,9645,513,634,255,9011,258,0,0,1211,146,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.00118445,I,c2,1,10158
invoice_summary_001,I_c2_sweSearch_9b,True,auto_finalized,377.71,12866,394,605,179,12261,215,0,0,1449,188,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.0015188,I,c2,1,13260
label_join_001,I_c2_sweSearch_9b,True,auto_finalized,391.48,10517,384,558,179,9959,205,0,0,1299,190,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.0012677,I,c2,1,10901
